范围,题目,答案
中医儿科学,"题干描述：乳蛾肺胃阴虚证应首选的方剂是
选项A：银翘马勃散
选项B：牛蒡甘桔汤
选项C：养阴清肺汤
选项D：普济消毒饮
选项E：荆防败毒散",C
中医诊断学,"题干描述：脾肾亏虚多见
选项A：横目斜视
选项B：昏睡露睛
选项C：瞳孔散大
选项D：瞳孔缩小
选项E：双睑下垂",E
中药学,"题干描述：善于治疗肝阳上亢兼小便不利的药物是
选项A：天麻
选项B：羚羊角
选项C：代赭石
选项D：罗布麻
选项E：牡蛎",D
中医儿科学,"题干描述：患儿，2岁。发热咳嗽3天。证见发热，无汗，呛咳不爽，呼吸气急，痰声重浊，咽不红，舌淡红，苔薄白，指纹浮红。其证候是
选项A：风寒郁肺
选项B：风热闭肺
选项C：痰热闭肺
选项D：肺脾气虚
选项E：阴虚肺热",A
中医内科,"题干描述：治疗水肿水湿浸渍证的首选方是
选项A：五皮饮合胃苓汤
选项B：麻黄连翘赤小豆汤合五味消毒饮
选项C：越婢加术汤
选项D：疏凿饮子
选项E：实脾饮",A
中医基础理论,"题干描述：导致湿浊内生的病因是
选项A：脾失健运
选项B：膀胱失司
选项C：肺失宣降
选项D：三焦气化失司
选项E：肾的气化功能减退",A
中医外科,"题干描述：毛细血管瘤最显著的特点是
选项A：边界不清
选项B：瘤体巨大
选项C：质地坚硬
选项D：压缩性大
选项E：皮色鲜红",E
针灸学,"题干描述：以下哪项不是神门穴的主治病证
选项A：心痛、惊悸
选项B：健忘、失眠
选项C：高血压
选项D：胸胁痛
选项E：呕血、衄血",E
中医基础理论,"题干描述：用寒远寒，用热远热属于
选项A：扶正祛邪
选项B：因地制宜
选项C：因人制宜
选项D：因时制宜
选项E：未病先防",D
中医内科,"题干描述：消渴病，口渴引饮，能食与便溏并见，精神不振，四肢乏力，舌质淡，苔白而干，脉弱。宜选上述何方加减治疗
选项A：消渴方
选项B：玉女煎
选项C：七味白术散
选项D：六味地黄丸
选项E：金匮肾气丸",C
中医儿科学,"题干描述：在风疹易感儿群集的地方，须适当隔离，可隔离至出疹后
选项A：3天
选项B：5天
选项C：7天
选项D：9天
选项E：14天",B
中医儿科学,"题干描述：男孩，10岁。身体消瘦，上课注意力不能集中，多动而不暴躁，言语冒失，做事有头无尾，睡眠不实，记忆力差，伴自汗盗汗，偏食纳少，面色无华，舌质淡，苔薄白，脉虚弱。治疗应首选方剂是
选项A：八珍汤
选项B：二陈汤合黄连温胆汤
选项C：杞菊地黄丸
选项D：孔圣枕中丹
选项E：归脾汤合甘麦大枣汤",E
中医基础理论,"题干描述：六腑共同的生理特点是
选项A：运化和调节血量
选项B：疏泄和防止出血
选项C：化生和贮藏精气
选项D：受盛和传化水谷
选项E：藏神和血液运行",D
中医基础理论,"题干描述：脾的华为
选项A：爪
选项B：面
选项C：唇
选项D：毛
选项E：发",C
中医基础理论,"题干描述：临床常见的心火引动肝火之心肝火旺证，属于
选项A：相乘传变
选项B：母病及子
选项C：相侮传变
选项D：子病犯母
选项E：反克传变",D
方剂学,"题干描述：酸枣仁汤主治证候的病因病机是
选项A：心脾两虚，气血不足
选项B：心阳偏亢，心肾不交
选项C：心肾两亏，阴虚血少
选项D：肝血不足，虚热内扰
选项E：心阴不足，肝气失和",D
方剂学,"题干描述：大秦艽汤所主证候病因病机是
选项A：风中经络，气血痹阻
选项B：湿痰瘀血，痹阻经络
选项C：风痰阻络，筋肉失养
选项D：肝阳偏亢，化风上扰
选项E：热灼真阴，筋脉失濡",A
针灸学,"题干描述：治疗腰部冷痛重着，拘挛不可俯仰，舌淡，苔白，脉紧，除阿是穴、大肠俞、委中外，应选取
选项A：膈俞
选项B：腰阳关
选项C：足三里
选项D：志室
选项E：悬钟",B
中医诊断学,"题干描述：手足冷痛，肤色紫暗属于
选项A：血虚证
选项B：血脱证
选项C：血热证
选项D：血寒证
选项E：血瘀证",D
中医内科,"题干描述：疫毒痢的治法是
选项A：清热和中化湿
选项B：清热除湿调气
选项C：清热解毒，凉血除积
选项D：清热化湿和中
选项E：温中燥湿调气",C
中医内科,"题干描述：关于痢疾基本病机的叙述中，错误的是
选项A：血络受伤
选项B：腐败化为脓血
选项C：邪滞于肠
选项D：气血壅滞
选项E：肠道传化失司",A
中医儿科学,"题干描述：疳证的主要症状有不思乳食，伴见
选项A：面色少华，精神尚好
选项B：脘腹胀满，舌苔厚腻
选项C：形体消瘦，精神萎靡
选项D：腹痛拒按，嗳气泛酸
选项E：神疲肢倦，大便不调",C
中医内科,"题干描述：风痰闭阻之痫证的治法是
选项A：涤痰息风，开窍定痫
选项B：清肝泻火，化痰开窍
选项C：涤痰开窍，化瘀通络
选项D：息风开窍，化痰定志
选项E：化痰通络，镇心安神",A
中医内科,"题干描述：患者，女性，48岁，有消渴病10年。现症：小便短少，呕恶频作，头晕头痛，腰膝酸软，手足抽搐，舌红，苔黄腻，脉弦细。此病证的诊断是
选项A：关格肾阳衰微、邪陷心包证
选项B：关格肝肾阴虚、肝风内动证
选项C：关格脾肾阳虚、湿浊内蕴证
选项D：癃闭膀胱湿热证
选项E：消渴肾阴亏虚证",B
中医内科,"题干描述：肺痿的特征性症状是
选项A：咳大量脓血痰
选项B：胸胁饱满，咳唾引痛
选项C：咳吐浊唾涎沫、气短
选项D：胸部膨满，憋闷如塞
选项E：咳嗽、咳血、潮热、盗汗",C
中医内科,"题干描述：肺痈成痈期应选
选项A：千金苇茎汤合如金解毒散
选项B：银翘散
选项C：葶苈大枣泻肺汤
选项D：沙参麦冬汤或桔梗杏仁煎
选项E：加味桔梗汤",A
方剂学,"题干描述：下列各项中，不属于苏子降气汤组成药物的是
选项A：前胡
甘草
选项B：生姜
苏叶
选项C：杏仁
白前
选项D：半夏
厚朴
选项E：当归
肉桂",C
中医诊断学,"题干描述：轻取不应，重按始得，举之不足，按之有余为
选项A：浮脉
选项B：沉脉
选项C：迟脉
选项D：虚脉
选项E：弱脉",B
针灸学,"题干描述：有关阿是穴，叙述不正确的是
选项A：无固定位置
选项B：无固定名称
选项C：又称为压痛点
选项D：又称为天应穴
选项E：多数对某些病证有特殊疗效",E
中药学,"题干描述：既能固精止带，又能收敛止血的药物是
选项A：金樱子
选项B：覆盆子
选项C：桑螵蛸
选项D：鸡内金
选项E：海螵蛸",E
针灸学,"题干描述：以下哪项不是三阴交穴的主治病证
选项A：脾胃虚弱证
选项B：妇产科病证
选项C：生殖泌尿系统病证
选项D：心悸、失眠
选项E：阳虚诸证",E
中医内科,"题干描述：茵陈术附汤适用于
选项A：黄疸热重于湿证
选项B：黄疸湿重于热证
选项C：黄疸胆腑郁热证
选项D：黄疸疫毒炽盛证
选项E：黄疸寒湿阻遏证",E
针灸学,"题干描述：除近治作用、远治作用外，腧穴的主治特点还包括
选项A：调和作用
选项B：特殊作用
选项C：平衡作用
选项D：疏通作用
选项E：扶正作用",B
中医儿科学,"题干描述：哪些脏腑的功能不足导致立迟、行迟、齿迟、头项软、手软、足软
选项A：心肝肾
选项B：肝脾肾
选项C：心脾肾
选项D：肝脾
选项E：心肝脾",B
中医基础理论,"题干描述：心在液为
选项A：泪
选项B：汗
选项C：涎
选项D：涕
选项E：唾",B
中药学,"题干描述：石斛的功效是
选项A：既能养胃生津，又能滋阴清热
选项B：既能补血益阴，又能滋阴润肺
选项C：既能补气养阴，又能健脾润肺
选项D：既能生津养胃，又能滋阴润肺
选项E：既能柔肝止痛，又能滋阴润肺",A
针灸学,"题干描述：胃经循行未至的部位是
选项A：膈
选项B：下齿
选项C：口
选项D：目
选项E：鼻",B
中医基础理论,"题干描述：痰饮痹阻心脉，可见
选项A：恶心呕吐
选项B：胸闷气喘
选项C：肢体麻木
选项D：胸闷心痛
选项E：胸胁胀满",D
中医内科,"题干描述：虚劳的预后，与哪些脏腑的关系最密切
选项A：肺、脾
选项B：脾、胃
选项C：肝、肾
选项D：脾、肾
选项E：心、肾",D
中医诊断学,"题干描述：麻疹麻毒外透属于
选项A：证候相兼
选项B：虚实真假
选项C：寒热真假
选项D：证候错杂
选项E：证候转化",E
针灸学,"题干描述：强壮保健要穴是
选项A：足三里
选项B：上巨虚
选项C：下巨虚
选项D：条口
选项E：丰隆",A
中药学,"题干描述：半夏与陈皮合用可以增强燥湿化痰的作用，属于哪种配伍关系
选项A：相畏
选项B：相杀
选项C：相须
选项D：相使
选项E：相恶",C
中药学,"题干描述：具有清肺止咳功效的利水渗湿药物是
选项A：海金沙
选项B：石韦
选项C：冬葵子
选项D：灯心草
选项E：赤小豆",B
方剂学,"题干描述：大黄牡丹汤的组成中含有药物是
选项A：大黄
选项B：桃仁
选项C：大黄
选项D：赤芍
选项E：大黄",B
中医内科,"题干描述：肺胀宜用真武汤合五苓散治疗的证候是
选项A：阳虚水泛证
选项B：痰蒙神窍证
选项C：痰浊壅肺证
选项D：肺肾气虚证
选项E：外寒内饮证",A
中医诊断学,"题干描述：风热袭表所致表热证的脉象是
选项A：浮紧
选项B：浮数
选项C：浮缓
选项D：滑数
选项E：洪数",B
方剂学,"题干描述：补中益气汤功用是
选项A：益气补血，健脾温阳
选项B：健脾益气，养胃和中
选项C：健脾养胃，渗湿和中
选项D：补中健脾，升阳举陷
选项E：补中健脾，渗湿止泻",D
中医内科,"题干描述：患者心胸疼痛剧烈，如刺如绞，痛有定处，伴有胸闷，日久不愈，可因暴怒而加重，舌质紫暗，脉弦涩。证属
选项A：痰浊痹阻
选项B：寒凝心脉
选项C：气滞心胸
选项D：心血瘀阻
选项E：心阳不振",D
中医儿科学,"题干描述：治疗风寒束肺哮喘的首选方是
选项A：三拗汤
选项B：都气丸
选项C：大青龙汤
选项D：麻杏石甘汤合苏葶丸
选项E：小青龙汤合三子养亲汤",E
中医诊断学,"题干描述：视物昏暗不明，模糊不清者为
选项A：目痒
选项B：目昏
选项C：目眩
选项D：雀目
选项E：以上都不是",B
中医诊断学,"题干描述：以恶风汗出脉浮缓为主要表现的病证是
选项A：太阳中风证
选项B：太阳伤寒证
选项C：阳明病实证
选项D：少阴病寒化证
选项E：厥阴病寒证",A
中医基础理论,"题干描述：偏食辛温燥热，则可导致
选项A：肝经湿热
选项B：心肝火旺
选项C：肠胃积热
选项D：肺胃热盛
选项E：肺胃津伤",C
中医诊断学,"题干描述：以下哪一项不是热证的表现
选项A：面赤
选项B：小便短赤
选项C：大便秘结
选项D：口淡不渴
选项E：咯痰黄稠",D
中医儿科学,"题干描述：预防脐风最重要的措施是
选项A：孕妇勿感风邪
选项B：产妇勿感风邪
选项C：小儿生后避风
选项D：清洁断脐护脐
选项E：脐疮防其走黄",D
针灸学,"题干描述：被称为“阴脉之海”的是
选项A：任脉
选项B：冲脉
选项C：带脉
选项D：阴脉
选项E：阴维脉",A
中医诊断学,"题干描述：下列哪项不是邪盛失神的临床表现
选项A：神昏谵语
选项B：喉中痰鸣
选项C：两手握固
选项D：呼吸气微
选项E：牙关紧闭",D
中医外科,"题干描述：慢性前列腺炎的临床特征是
选项A：尿道口常有白色分泌物溢出
选项B：排尿困难、尿潴留
选项C：射精时精液呈淡红色或棕色
选项D：阴茎背侧触及硬结或索状斑块
选项E：以上都不是",A
中医儿科学,"题干描述：治疗胎怯肾精薄弱证首选方是
选项A：保元汤
选项B：归脾汤
选项C：金匮肾气丸
选项D：补肾地黄丸
选项E：六味地黄丸",D
中医外科,"题干描述：某患者，一侧乳房广泛紧韧肿硬，皮色紫红，皮肤呈橘皮样变，全身炎症反应不明显，应首先考虑为
选项A：乳岩
选项B：乳痨
选项C：乳痈
选项D：乳发
选项E：以上都不是",A
中药学,"题干描述：阿胶的主治病证是
选项A：既能治疗血虚证，又能治疗出血证
选项B：既能治疗血虚证，又能治疗遗精盗汗证
选项C：既能治疗血虚证，又能治疗胁肋脘腹疼痛
选项D：既能治疗血虚证，又能治疗痈疽疮疡证
选项E：既能治疗血虚证，又能治疗虚劳喘咳证",A
中医内科,"题干描述：患者，男，27岁。有与肺痨病人接触史。干咳少痰，咳声短促，痰中带血，五心烦热，时有盗汗，形体消瘦，胸部闷痛隐隐，舌红少苔，脉细数。其诊断是
选项A：内伤咳嗽，肺阴亏耗
选项B：肺痨，肺阴亏损
选项C：哮证，肺虚
选项D：喘证，肺虚
选项E：虚劳，肺阴虚",B
中药学,"题干描述：杜仲与续断的共同功效是
选项A：补肝肾
选项B：安心神
选项C：补肾阴
选项D：行血脉
选项E：祛风湿",A
中医内科,"题干描述：半夏白术天麻汤主要用于
选项A：痰浊头痛
选项B：血虚头痛
选项C：肝阳头痛
选项D：肾虚头痛
选项E：瘀血头痛",A
方剂学,"题干描述：小承气汤的功用是
选项A：缓下热结
选项B：峻下热结
选项C：泻热逐水
选项D：轻下热结
选项E：润肠通便",D
中医外科,"题干描述：可采用砭镰法治疗的疾病是
选项A：附骨疽
选项B：托盘疗
选项C：蝼蛄疖
选项D：红丝疔
选项E：以上都不是",D
针灸学,"题干描述：下列哪项不属于同名经配穴
选项A：耳鸣取中渚、足临泣
选项B：头痛取外关、阳陵泉
选项C：失眠取神门、三阴交
选项D：牙痛取合谷、内庭
选项E：便秘取天枢、合谷",C
中药学,"题干描述：具有温中回阳作用的药物是
选项A：生姜
选项B：干姜
选项C：炮姜
选项D：生姜皮
选项E：高良姜",B
中医儿科学,"题干描述：有关汗证的描述哪项不对
选项A：汗证多属虚证
选项B：自汗以气虚、阳虚为主
选项C：盗汗以阴虚、血虚为主
选项D：小儿汗证多为虚实夹杂证
选项E：实证多为湿热迫蒸",D
中医诊断学,"题干描述：常脉中有神的表现是
选项A：不大不小
选项B：软滑从容
选项C：不浮不沉
选项D：柔和有力
选项E：尺脉沉取有力",D
中医儿科学,"题干描述：小儿遗尿心肾失交证的治法为
选项A：清心安神，滋阴固脬
选项B：清心滋肾，安神固脬
选项C：清泻心火，固涩小便
选项D：泻心安神，固涩膀胱
选项E：清心泻火，滋肾缩尿",B
中药学,"题干描述：具有润肠通便作用的药物是
选项A：大黄
选项B：芒硝
选项C：番泻叶
选项D：甘遂
选项E：火麻仁",E
中医诊断学,"题干描述：舌苔苔质粗大疏松而厚，揩之易去为
选项A：滑苔
选项B：糙苔
选项C：腻苔
选项D：腐苔
选项E：无根苔",D
中药学,"题干描述：下列哪味药与大黄、芒硝同用，可使其泻而不速
选项A：枳实
选项B：厚朴
选项C：大枣
选项D：山药
选项E：甘草",E
中医儿科学,"题干描述：患儿，5岁。证见发热烦躁，咳嗽喘促，气急鼻煽，呼吸困难，喉间痰鸣，面赤口渴，大便干燥，小便黄少，舌红，苔黄，脉滑数。其证候是
选项A：风寒闭肺
选项B：风热闭肺
选项C：痰热闭肺
选项D：毒热闭肺
选项E：阴虚肺热",C
方剂学,"题干描述：理中丸的组成药物中不含有
选项A：人参
选项B：干姜
选项C：甘草
选项D：白术
选项E：附子",E
针灸学,"题干描述：属于奇经的是
选项A：手少阳三焦经
选项B：十二经筋
选项C：十二皮部
选项D：十五络脉
选项E：阴维脉",E
中医外科,"题干描述：痈的肿势范围是
选项A：3cm左右
选项B：3～6cm左右
选项C：6～9cm左右
选项D：大于9cm
选项E：以上都不是",C
中医儿科学,"题干描述：上述疾病，耳后及枕骨下有淋巴结肿大的是
选项A：麻疹
选项B：风疹
选项C：猩红热
选项D：手足口病
选项E：水痘",B
中医儿科学,"题干描述：不属于小儿正常断奶季节是
选项A：春季
选项B：酷暑
选项C：初秋
选项D：深秋
选项E：初冬",B
