question_number,category,question,correct_answer,model_answer,is_correct
310,中医内科,"题干描述：精神抑郁，情绪不宁，胸胁胀满疼痛，脘腹胀满，咽中如物梗塞，苔腻。多属
选项A：气郁
选项B：血郁
选项C：痰郁
选项D：火郁
选项E：湿郁",C,A: 气郁,False
311,中药学,"题干描述：治寒疝疼痛，睾丸偏坠疼痛，宜选用的药物是
选项A：肉桂
选项B：沉香
选项C：小茴香
选项D：丁香
选项E：木香",C,选项C、小茴香（Juniperus Communis Fructus）。小茴香是治疗寒症、疼痛的常用药材，可以通过温热化血、消除冷湿来缓解睾丸偏坠疼痛。,False
312,中医基础理论,"题干描述：气机升降之枢指的是
选项A：脾胃
选项B：肝胆
选项C：心肾
选项D：肝肾
选项E：肝肺",A,选项D：肝肾,False
313,中医外科,"题干描述：肉瘤的西医病名是
选项A：脂肪肉瘤
选项B：骨骼肌肉瘤
选项C：脂肪瘤
选项D：钎维肉瘤
选项E：平滑肌肉瘤",C,选项C：脂肪瘤,False
314,中药学,"题干描述：确定归经学说的理论基础是
选项A：阴阳学说
选项B：脏腑经络理论
选项C：药性理论
选项D：药味理论
选项E：五行学说",B,选项B：脏腑经络理论,False
315,中医基础理论,"题干描述：五行中具有“曲直“特性的是
选项A：金
选项B：水
选项C：木
选项D：火
选项E：土",C,C: 木,False
316,中医内科,"题干描述：患者呕吐吞酸，嗳气频作，胸胁满痛，脉弦。此属何型呕吐
选项A：胃阴不足
选项B：热邪犯胃
选项C：肝郁化火
选项D：肝气犯胃
选项E：以上均不是",D,选项A：胃阴不足,False
317,中医内科,"题干描述：治疗肺气虚耗所致喘证，应首选
选项A：生脉散合补肺汤
选项B：金水六君煎
选项C：六君子汤
选项D：保真汤
选项E：麦门冬汤",A,A: 生脉散合补肺汤,False
318,中医内科,"题干描述：虚劳证，咳嗽无力，痰液清稀，短气自汗，声音低怯，时寒时热，平素易于感冒，苔薄白，脉弱。辨证应属
选项A：肺阴虚证
选项B：肺气虚证
选项C：心气虚证
选项D：脾气虚证
选项E：肾气虚证",B,B: 肺气虚证,False
319,中医内科,"题干描述：患者泄泻多在黎明之前，腹部作痛，肠鸣即泻，泻后则安，形寒肢冷，腰膝酸软，舌淡苔白，脉沉细。其治法是
选项A：温肾健脾，固涩止泻
选项B：温中健脾，固涩止泻
选项C：温补脾肾，涩汤止泻
选项D：健脾补肾，化湿固涩
选项E：补肾助阳，温中固涩",A,选项D：健脾补肾，化湿固涩,False
320,中医儿科学,"题干描述：皮肤黏膜淋巴结综合征气阴两伤证的首选方剂为
选项A：银翘散
选项B：桑菊饮
选项C：清瘟败毒饮
选项D：沙参麦冬汤
选项E：小建中汤",D,选项A：银翘散,False
321,针灸学,"题干描述：经脉循行中，不与目内眦或目外眦发生联系的是
选项A：手少阳三焦经
选项B：手太阳小肠经
选项C：手阳明大肠经
选项D：足太阳膀胱经
选项E：足少阳胆经",C,A、手少阳三焦经,False
322,中药学,"题干描述：治疗积滞便秘常与大黄配伍的药物是
选项A：番泻叶
选项B：甘遂
选项C：芒硝
选项D：火麻仁
选项E：生地黄",C,选项D：火麻仁,False
323,中医儿科学,"题干描述：正常小儿开始会独坐的月龄一般是
选项A：2
选项B：4
选项C：6
选项D：8
选项E：10",C,选项C、6,False
324,针灸学,"题干描述：下列特定穴中，除哪项外均位于肘膝关节以下
选项A：原穴
选项B：络穴
选项C：下合穴
选项D：五输穴
选项E：八会穴",E,选项D：五输穴位于肘膝关节以上，因此除了五输穴外，其他选项均位于肘膝关节以下。,False
325,中药学,"题干描述：具有散寒止痛，理气和胃作用的药物是
选项A：细辛
选项B：花椒
选项C：丁香
选项D：小茴香
选项E：高良姜",D,选项A：细辛,False
326,中医儿科学,"题干描述：治疗小儿痫证脾肾两虚证的首选方是
选项A：左归丸
选项B：右归丸
选项C：大补元煎
选项D：河车八味丸
选项E：固真汤合逐寒荡惊汤",D,选项A：左归丸,False
327,中医儿科学,"题干描述：幼儿期是指
选项A：从出生断脐到生后满28天
选项B：出生28天后到满1周岁
选项C：1～3岁
选项D：3～7岁
选项E：7～12岁",C,选项B：出生28天后到满1周岁,False
328,中医内科,"题干描述：下列哪一项不是脾虚湿滞证黄疸的特点
选项A：肌肤淡黄
选项B：疸色晦暗不泽
选项C：肢软乏力
选项D：大便溏薄
选项E：小便色清",E,选项E：小便色清 这项不是脾虚湿滞证黄疸的特点。正常情况下，小便应该是透明或微白色的，而不是颜色清晰的。黄疸则是因为脾虚湿滞导致身体内部湿润过多，会影响大便和小便的正常情况，导致大便溏薄、小便色黄或浊。,False
329,中医基础理论,"题干描述：属于“水”的气是
选项A：风
选项B：暑
选项C：湿
选项D：燥
选项E：寒",E,选项C：湿,False
330,中药学,"题干描述：治疗怀胎蕴热、胎动不安者，当选用的药物是
选项A：桑寄生
选项B：黄芩
选项C：苏梗
选项D：续断
选项E：砂仁",B,A: 桑寄生 (Sang Ye),False
331,中药学,"题干描述：下列除哪项外均为桔梗的主治证
选项A：肺痈
选项B：咳嗽
选项C：咽痛
选项D：失音
选项E：眩晕",E,E: 眩晕 不是桔梗的主治证。桔梗主要关注肺部和胸部疾病，而眩晕则属于中医的血脉经络系统的疾病。,False
332,中医内科,"题干描述：患者小便不畅，咽干咳嗽，烦渴欲饮，呼吸急促，舌红，苔薄黄，脉数。治疗方剂宜首选
选项A：八正散
选项B：代抵当汤
选项C：沉香散
选项D：清肺饮
选项E：补中益气汤",D,选项A：八正散,False
333,中医内科,"题干描述：真心痛发作期治疗原则为
选项A：疏理气机，活血化瘀
选项B：辛温通阳，泄浊豁痰
选项C：镇心安神，益气养阴
选项D：急则治标，速效止痛
选项E：补气活血，温阳通脉",D,"选项A、B、D可能是适当的选择，具体取决于患者的症状和病情。

* 选项A：疏理气机，活血化瘀，这些方法可以用来治疗真心痛的根本原因，包括气机不利、血滞和瘀血等。
* 选项B：辛温通阳，泄浊豁痰，这些方法可以用来治疗真心痛的表象，包括阳气不足、痰阻和咳嗽等。
* 选项D：急则治标，速效止痛，这个原则是在痛苦或严重状况下采取快速有效的措施来减轻症状，但需要注意不要忽略真正的病因。
* 选项C：镇心安神，益气养阴，这些方法可以用来治疗心神不宁或阳气不足等相关症状，但在治疗真心痛时可能不是首要考虑的选项。
* 选项E：补气活血，温阳通脉，这些方法可以用来治疗真心痛的根本原因，包括气机不利、血滞和瘀血等。",False
334,中药学,"题干描述：治疗风湿痹痛，兼有肝肾不足的最佳选药是
选项A：羌活
选项B：独活
选项C：桑寄生
选项D：威灵仙
选项E：秦艽",C,选项D：威灵仙,False
335,中医内科,"题干描述：下列除哪项外，均属湿热痢的主症
选项A：腹痛，里急后重
选项B：下痢赤白相兼
选项C：肛门灼热
选项D：小便短赤
选项E：苔白腻，脉濡缓",E,选项D、小便短赤不是湿热痢的主症。其他选项A、B、C都可能属于湿热痢的主症。,False
336,中医内科,"题干描述：治疗疟疾时，服药一般在
选项A：疟疾发作时
选项B：疟发前1小时
选项C：疟发前2小时
选项D：疟发后1小时
选项E：疟发后2小时",C,C、疟发前2小时,False
337,中医儿科学,"题干描述：治疗贫血心脾两虚证，应首选方剂是
选项A：归脾汤
选项B：六君子汤
选项C：左归丸
选项D：右归丸
选项E：四物汤",A,A: 归脾汤,False
338,针灸学,"题干描述：肘横纹（平肘尖）至腕掌（背）侧横纹的骨度分寸是
选项A：6寸
选项B：8寸
选项C：9寸
选项D：12寸
选项E：13寸",D,选项C：9寸,False
339,针灸学,"题干描述：任脉循行未至以下何处
选项A：口唇
选项B：面部
选项C：咽喉
选项D：鼻
选项E：目",D,C、咽喉,False
340,中医内科,"题干描述：痿证之脉络瘀阻证症见
选项A：病起发热，皮肤于燥，咳呛少痰
选项B：肢体困重，手足麻木，喜凉恶热
选项C：神疲肢倦，肌肉萎缩，少气懒言
选项D：腰膝酸软，眩晕耳鸣，舌咽干燥
选项E：手足麻木不仁，四肢青筋显露，舌痿不能伸缩",E,选项B: 肢体困重，手足麻木，喜凉恶热,False
341,中医诊断学,"题干描述：肝火犯肺与肝火炽盛证的主要不同点在于
选项A：胸胁灼痛
选项B：头胀头晕
选项C：面红目赤
选项D：痰中带血
选项E：急躁易怒",D,"选项A：胸胁灼痛不是肝火犯肺与肝火炽盛证的主要不同点。
选项B：头胀头晕属于肝火犯肺证，而面红目赤和痰中带血则是肝火炽盛证的主要症状。
选项C、D：急躁易怒不是肝火犯肺与肝火炽盛证的主要不同点，因为这两种证都可能出现这些症状。",False
342,中医诊断学,"题干描述：以下哪项不是寒痰阻肺证的特征
选项A：痰多
选项B：色白
选项C：咳喘
选项D：质稀
选项E：难咯",E,答案：E、难咯 不是寒痰阻肺证的特征。,False
343,中医儿科学,"题干描述：抽动障碍气郁化火证的治法为
选项A：温中健脾，暖肝理脾
选项B：健脾化痰，平肝熄风
选项C：清肝泻火，熄风镇惊
选项D：滋阴潜阳，柔肝熄风
选项E：清热泻火，平肝熄风",C,选项C：清肝泻火，熄风镇惊,False
344,针灸学,"题干描述：前额发角（头维）之间的骨度分寸是
选项A：6寸
选项B：8寸
选项C：9寸
选项D：12寸
选项E：13寸",C,选项A：6寸,False
345,中药学,"题干描述：既能祛风解表，又能胜湿，止痛，止痉的药物是
选项A：荆芥
选项B：防风
选项C：香薷
选项D：紫苏
选项E：桂枝",B,选项D：紫苏,False
346,中医内科,"题干描述：治疗内伤发热气郁发热证的代表方是
选项A：丹栀逍遥散
选项B：清骨散
选项C：补中益气汤
选项D：血府逐瘀汤
选项E：归脾汤",A,A: 丹栀逍遥散,False
347,针灸学,"题干描述：绝经前后诸证肾阳虚者，宜配伍
选项A：照海、阴谷
选项B：中脘、丰隆
选项C：关元、命门
选项D：心俞、神门
选项E：中脘、阴陵泉",C,选项A：照海、阴谷,False
348,中药学,"题干描述：芫花减轻其毒性宜如何炮制
选项A：蜜制
选项B：土炒
选项C：酒制
选项D：醋制
选项E：姜制",D,A、蜜制,False
349,针灸学,"题干描述：位于腕背横纹桡侧，当拇短伸肌腱与拇长伸肌腱之间的凹陷中的穴位是
选项A：大陵
选项B：太渊
选项C：阳溪
选项D：神门
选项E：阳池",C,选项A、大陵，是位于腕背横纹桡侧的穴位。,False
350,中医诊断学,"题干描述：以腰膝酸软，身肿尿少为特征的是
选项A：肾虚水泛证
选项B：肾阳虚证
选项C：肾阴虚讦
选项D：肾精不足证
选项E：肾气不固证",A,A: 肾虚水泛证,False
351,中药学,"题干描述：治疗多种原因所致的痉挛抽搐，多与全蝎配伍相须使用的药物是
选项A：蜈蚣
选项B：白僵蚕
选项C：钩藤
选项D：天麻
选项E：地龙",A,选项D：天麻,False
352,中药学,"题干描述：善清三焦之火的药物是
选项A：夏枯草
选项B：石膏
选项C：淡竹叶
选项D：栀子
选项E：黄芩",D,A: 夏枯草,False
353,中医内科,"题干描述：虚证泄泻的特点是
选项A：大便清稀，完谷不化，腹部喜温
选项B：大便色黄褐而臭，泻下急迫，肛门灼热
选项C：泻下腹痛，痛势急迫拒按，泻后痛减
选项D：大便时溏时泻，腹痛不甚，喜温喜按
选项E：每因抑郁恼怒或情绪紧张之时，即发生腹痛泄泻",D,选项D：大便时溏时泻，腹痛不甚，喜温喜按,False
354,中医内科,"题干描述：肝气乘脾泄泻的特点是
选项A：大便清稀，完谷不化，腹部喜温
选项B：大便色黄褐而臭，泻下急迫，肛门灼热
选项C：泻下腹痛，痛势急迫拒按，泻后痛减
选项D：大便时溏时泻，腹痛不甚，喜温喜按
选项E：每因抑郁恼怒或情绪紧张之时，即发生腹痛泄泻",E,选项B：大便色黄褐而臭，泻下急迫，肛门灼热,False
355,中医内科,"题干描述：患者突然跌倒，神志不清，口吐涎沫，两目上视，四肢抽搐，口中如作猪羊叫声，移时苏醒，舌苔白腻，脉弦滑。治疗应首选
选项A：定痫丸
选项B：导痰汤
选项C：二阴煎
选项D：涤痰汤
选项E：控涎丹",A,选项A：定痫丸,False
356,中医诊断学,"题干描述：真热假寒的面色是
选项A：满面通红
选项B：浮红如妆
选项C：面色紫暗
选项D：面呈青色
选项E：面呈黑色",C,A: 满面通红,False
357,中医儿科学,"题干描述：儿童多动症，其病在肾者，临床证候是
选项A：易于冲动，好动难静，容易发怒，常不能自控
选项B：兴趣多变，做事有头元尾，记忆力差
选项C：脑失精明，学习成绩低下，记忆力欠佳，或有遗尿、腰酸乏力
选项D：注意力不集中，情绪不稳定，多梦烦躁
选项E：神思涣散，活动过多，动作笨拙",C,选项A：易于冲动，好动难静，容易发怒，常不能自控,False
358,中药学,"题干描述：既能化湿，又能解暑的药物是
选项A：藿香、佩兰
选项B：苍术、厚朴
选项C：砂仁、豆蔻
选项D：橘皮、青皮
选项E：茯苓、玉竹",A,A、藿香、佩兰,False
359,中药学,"题干描述：艾叶的功效长于
选项A：凉血止血
选项B：收敛止血
选项C：化瘀止血
选项D：温经止血
选项E：补虚止血",D,选项D：温经止血,False
360,中药学,"题干描述：蒲黄入汤剂，其用法是
选项A：先煎
选项B：后下
选项C：冲服
选项D：布包煎
选项E：久煎",D,选项D：布包煎,False
361,针灸学,"题干描述：治疗耳聋实证，应选用以下哪组经脉为主
选项A：足少阴、手太阳经穴
选项B：足少阳、手少阳经穴
选项C：足少阴、手少阴经穴
选项D：足少阳、手少阴经穴
选项E：足少阴、手少阳经穴",B,C、足少阴、手少阴经穴,False
362,中医内科,"题干描述：热哮病的代表方宜选用
选项A：射干麻黄汤
选项B：定喘汤
选项C：小青龙汤加石膏汤
选项D：三子养亲汤
选项E：平喘固本汤",B,A: 射干麻黄汤,False
363,针灸学,"题干描述：善于治疗遗精阳痿小便频数等肾阳不足病证的腧穴是
选项A：风府
选项B：上星
选项C：志室
选项D：命门
选项E：哑门",D,选项D：命门,False
364,中药学,"题干描述：治疗温病伤阴，夜热早凉，青蒿最宜配伍的药物是
选项A：地骨皮
选项B：鳖甲
选项C：银柴胡
选项D：龟甲
选项E：羚羊角",B,选项A：地骨皮,False
365,针灸学,"题干描述：手少阳三焦经的输穴是
选项A：中渚
选项B：天井
选项C：支沟
选项D：液门
选项E：三间",A,选项A：中渚,False
366,针灸学,"题干描述：治疗寒湿型泄泻，除主穴外，应加用
选项A：内庭
选项B：中脘
选项C：神阙
选项D：太冲
选项E：脾俞",C,C、神阙,False
367,中医诊断学,"题干描述：以下哪项不是脉有胃气的表现
选项A：来去从容
选项B：节律一致
选项C：不疾不徐
选项D：不浮不沉
选项E：尺脉有力",E,选项E：尺脉有力 是脉有胃气的表现之一。因此，这个选项是错误的。其他选项A、B、C、D都是脉有胃气的正常表现。,False
368,中医诊断学,题干描述：邪热壅肺证的治法是,C,"A. 清热解毒
B. 消瘀散风
C. 利气平胃
D. 润肺止咳",False
369,中医内科,"题干描述：阳虚型便秘，治疗首选
选项A：黄芪汤
选项B：济川煎
选项C：化肝煎
选项D：木香顺气散
选项E：六磨汤",B,A: 黄芪汤,False
370,中医基础理论,"题干描述：“血之余”是指
选项A：发
选项B：爪
选项C：毛
选项D：唇
选项E：面",A,选项D：唇,False
371,中医外科,"题干描述：适宜采用硬化注射疗法的是
选项A：内痔
选项B：外痔
选项C：肛乳头肥大
选项D：肛漏
选项E：锁肛痔",A,"A、内痔
D、肛漏
E、锁肛痔 (这些病症需要其他治疗方法)",False
372,中医外科,"题干描述：下列哪种疾病无脱垂症状
选项A：Ⅱ期内痔
选项B：肛裂
选项C：混合痔
选项D：息肉痔
选项E：脱肛",B,选项E：脱肛 无脱垂症状。,False
373,中医内科,"题干描述：治疗痰热郁肺咳嗽的主方是
选项A：桑菊饮
选项B：麻杏石甘汤
选项C：泻白散
选项D：清金化痰汤
选项E：清肺汤",D,选项D：清金化痰汤,False
374,中医诊断学,"题干描述：咽喉淡红不肿，微痛多为
选项A：肺胃热盛
选项B：虚火上炎
选项C：肺胃热毒
选项D：风热痰火",B,根据题干描述，咽喉淡红不肿，微痛多为，可能是风热痰火（选项D）。这种症状通常表示咽喉中有热气和痰液混合，导致咽喉酸痛、发热等症状。但是，需要进一步诊断确定具体病因，例如是否有肺部感染或其他原因引起的。,False
375,中药学,"题干描述：西洋参入汤剂宜
选项A：先煎
选项B：后下
选项C：包煎
选项D：另煎
选项E：烊化",D,A、先煎或C、包煎这两种方法都可以，但是一般来说，西洋参入汤剂更多地使用的是先煎的方法。,False
376,中医内科,"题干描述：胁痛的基本病机为
选项A：气滞血瘀
选项B：肝郁气滞
选项C：湿热内蕴
选项D：肝络失和
选项E：以上都不是",D,选项A：气滞血瘀,False
377,中药学,"题干描述：既能够治疗血虚诸证，又能用于女子月经不调、经闭、痛经的药物是
选项A：桃仁
选项B：红花
选项C：当归
选项D：白芍
选项E：何首乌",C,选项C：当归,False
378,中药学,"题干描述：山药的功效是
选项A：补气升阳，益卫固表
选项B：大补元气，补脾益肺
选项C：补气健脾，燥湿利水
选项D：益气养阴，补脾肺肾
选项E：补气养阴，清火生津",D,A、补气升阳，益卫固表,False
379,中医诊断学,"题干描述：下列各项中，属于郑声的是
选项A：神识不清，语无伦次，声高有力的症状
选项B：神识清楚，语言错乱，语后自知的症状
选项C：自言自语，喃喃不休，见人语止，首尾不续的症状
选项D：精神错乱，语无伦次，狂叫骂詈，登高而歌的症状
选项E：神识不清，语言重复，时断时续，语声低弱模糊的症状",E,A、神识不清，语无伦次，声高有力的症状,False
380,中药学,"题干描述：具有发散风热升阳功效的药物是
选项A：柴胡、葛根、升麻
选项B：薄荷、蝉蜕、牛蒡子
选项C：羌活、防风、藁本
选项D：白芷、苍耳子、辛夷
选项E：桑叶、菊花、蔓荆子",A,A、柴胡、葛根、升麻,False
381,针灸学,"题干描述：以下哪项不是中风发生的主要病因
选项A：风
选项B：火
选项C：痰
选项D：湿
选项E：瘀",D,E: 瘀,False
382,中药学,"题干描述：下列病症除哪项外，均可用防风治疗
选项A：外感风寒，头身疼痛
选项B：风寒湿痹，肢体疼痛
选项C：风疹瘙痒
选项D：湿热痹证，痉厥抽搐
选项E：破伤风症，角弓反张",D,D: 湿热痹证，痉厥抽搐 不可用防风治疗。因为湿热痹证和防风属于互为逆病的两种病候，所以不能使用同一类药物进行治疗。,False
383,中药学,"题干描述：阴虚火旺、肺肾阴虚所致盗汗、骨蒸潮热、心烦等证，宜选用的药物是
选项A：天花粉、沙参
选项B：生石膏、黄柏
选项C：黄柏、知母
选项D：黄芩、地骨皮
选项E：牡丹皮、桑白皮",C,选项A：天花粉、沙参,False
384,中医内科,"题干描述：痴呆的基本病机为
选项A：心气虚衰，心血不足
选项B：以虚为本，虚实夹杂
选项C：气机不畅，血行瘀滞
选项D：肾精亏损，痰蒙清窍
选项E：髓减脑消，神机失用",E,选项B：以虚为本，虚实夹杂,False
385,中医儿科学,"题干描述：患儿，5岁。诊断为传染性单核细胞增多症。症见发热，咳嗽，少汗，咽红肿痛，口微干，舌边尖红，苔薄白，脉浮数。治疗应首选的方剂是
选项A：桑菊饮
选项B：银翘散
选项C：新加香薷饮
选项D：藿朴夏苓汤
选项E：清瘟败毒饮",B,选项B：银翘散,False
386,中医儿科学,"题干描述：下列病机中，不属于胎黄病机的是
选项A：脾胃湿热
选项B：寒湿内蕴
选项C：肺失通调
选项D：肝失疏泄
选项E：气滞血瘀",C,D：肝失疏泄,False
387,中药学,"题干描述：川芎不宜治疗的头痛是
选项A：风寒头痛
选项B：瘀血头痛
选项C：风湿头痛
选项D：血虚头痛
选项E：肝阳头痛",E,"选项A：风寒头痛不是川芎不宜治疗的头痛。川芎可以治疗风寒头痛。
选项B、C、D、E 则是川芎不宜治疗的头痛之一，具体取决于病人的综合情况和辨证法判断。",False
388,中医外科,"题干描述：患者头面部皮肤突然发红成片色如涂丹的急性感染性疾病称
选项A：内发丹毒
选项B：赤游风
选项C：流火
选项D：抱头火丹
选项E：类丹毒",D,选项D：抱头火丹,False
389,中药学,"题干描述：吴茱萸尤善于治疗的病证是
选项A：寒疝腹痛
选项B：寒凝冷痛
选项C：风湿痹痛
选项D：脘腹冷痛
选项E：虫积腹痛",B,D、脘腹冷痛,False
390,针灸学,"题干描述：合穴多位于
选项A：指、趾末端
选项B：肘膝关节附近
选项C：掌指、跖趾关节附近
选项D：掌指、跖趾关节之前
选项E：掌指、跖趾关节之后",B,选项C：掌指、跖趾关节附近,False
391,中医儿科学,"题干描述：培元补肾法常用于治疗
选项A：五迟五软
选项B：肺炎喘嗽
选项C：幼儿急疹
选项D：手足口病
选项E：脐血脐突",A,A、五迟五软,False
392,中医外科,"题干描述：热疮阴虚内热证方选
选项A：辛夷清肺饮
选项B：龙胆泻肝汤
选项C：增液汤
选项D：八珍汤
选项E：四妙勇安汤",C,"根据热疮阴虚内热证方的描述，不适合使用四妙勇安汤（选项E），因为该药方主要是清热解毒、降血压等功能，与此证不相符。

根据热疮阴虚内热证的特点，需要调和肝脾两阳，消除内热，润肺阴，因此适合选择：

选项C：增液汤（增液汤主要是调和肝脾两阳、消除内热、润肺阴等功能）。

选项B：龙胆泻肝汤（虽然可以消除内热，但主要是清肝、降血压等功能，与此证不相符）。

选项A：辛夷清肺饮（虽然可以润肺阴，但主要是清热解毒等功能，与此证不相符）。

选项D：八珍汤（主要是补血、养阳等功能，与此证不相符）。",False
393,中医内科,"题干描述：治疗痰饮的主要原则是
选项A：清热
选项B：化痰
选项C：利水
选项D：温化
选项E：逐饮",D,选项B、化痰。治疗痰饮的主要原则是化痰，以解除阻塞并清除痰液。,False
394,中医内科,"题干描述：治疗肺痿之肾虚血瘀证，应首选的方剂是
选项A：麻黄升麻汤
选项B：甘草干姜汤
选项C：清燥救肺汤
选项D：七味都气丸合柴胡疏肝散
选项E：麦门冬汤",D,选项A：麻黄升麻汤,False
395,中医内科,"题干描述：肺痿上热下寒证的治疗方剂是
选项A：清金化痰汤
选项B：麻黄升麻汤
选项C：小青龙汤
选项D：泻白散
选项E：麦门冬汤",B,选项B：麻黄升麻汤,False
396,中医内科,"题干描述：脘腹痞满不舒，胸膈满闷，头晕目眩，身重困倦，呕恶纳呆，口淡不渴，小便不利，舌苔白厚腻，脉沉滑。证属
选项A：痞满饮食内停证
选项B：痞满痰湿中阻证
选项C：痞满湿热阻胃证
选项D：痞满肝胃不和证
选项E：痞满胃阴不足证",B,选项A：痞满饮食内停证,False
397,中医儿科学,"题干描述：患儿，7岁。咳嗽喘促3小时。证见恶寒发热，咳嗽，喘促气急，喉间痰鸣，鼻塞，流清涕，咯痰黄稠，烦躁，口渴，大便干，舌红，苔白，脉浮紧。治疗首选方
选项A：麻黄汤
选项B：华盖散
选项C：麻杏石甘汤
选项D：大青龙汤
选项E：小青龙汤",D,"根据患儿7岁的年龄、证诊为恶寒发热、咳嗽、喘促气急、喉间痰鸣、鼻塞、流清涕、咯痰黄稠、烦躁、口渴、大便干、舌红、苔白、脉浮紧，首选治疗方案为：

选项C：麻杏石甘汤",False
398,中医儿科学,"题干描述：小儿水肿水凌心肺证的治法是
选项A：辛开苦降，辟秽解毒
选项B：益气健脾，利水消肿
选项C：平肝潜阳，泻肺逐水
选项D：温阳逐水，泻肺宁心
选项E：健脾益气，化气行水",D,选项B：益气健脾，利水消肿,False
399,中医儿科学,"题干描述：治疗风疹邪入气营证的首选方剂是
选项A：透疹凉解汤
选项B：凉营清气汤
选项C：宣毒发表汤
选项D：甘露消毒丹
选项E：银翘散",A,选项B：凉营清气汤,False
400,中医基础理论,"题干描述：“在液为泪”的脏是
选项A：肝
选项B：心
选项C：脾
选项D：肺
选项E：肾",A,选项D：肺,False
401,中医儿科学,"题干描述：抽动障碍的病位主要在
选项A：心
选项B：肝
选项C：脾
选项D：肺
选项E：肾",B,选项B：肝,False
402,中医儿科学,"题干描述：患儿，1岁。泄泻时轻时重，已经3月，大便清稀无臭，夹不消化食物，有时便后脱肛，形寒肢冷，精神萎靡，指纹色淡。治疗应首选
选项A：异功散合平胃散
选项B：保和丸合二陈汤
选项C：参苓白术散合理中丸
选项D：附子理中汤合四神丸
选项E：金匮肾气丸合人参乌梅汤",D,选项C：参苓白术散合理中丸,False
403,针灸学,"题干描述：督脉的主治特点是
选项A：肝、脾、肾病
选项B：回阳、固脱、强壮作用
选项C：后头、肩胛病，神志病
选项D：中风、昏迷、热病、头面病
选项E：前头、口齿、咽喉病，胃肠病",D,B: 回阳、固脱、强壮作用,False
404,中医外科,"题干描述：男子乳头与乳房分属于哪条经脉
选项A：肝、肾
选项B：肝、脾
选项C：肝、胃
选项D：脾、肾
选项E：脾、胃",A,A、肝,False
405,中药学,"题干描述：下列哪项不是山豆根的功效
选项A：清肺热
选项B：利咽喉
选项C：活血化瘀
选项D：消肿止痛
选项E：清热解毒",C,E: 清热解毒 这不是山豆根的功效，山豆根主要用于活血化瘀、消肿止痛等方面。,False
406,中药学,"题干描述：砒石内服可用于治疗
选项A：祛痰平喘
选项B：攻毒杀虫
选项C：蚀疮去腐
选项D：收湿止痒
选项E：清热解毒",A,A、祛痰平喘,False
407,中药学,"题干描述：菟丝子除能补肾益精外，还具有的功效是
选项A：行血脉
选项B：托疮毒
选项C：润肠燥
选项D：敛汗",D,选项C、润肠燥。菟丝子在中医学中被认为能够润肠燥湿，有利于治疗咳嗽、呕吐等因湿热导致的症状。,False
408,中医诊断学,"题干描述：虚里搏动数急而时有一止者是
选项A：宗气内虚
选项B：饮停心包
选项C：心阳不足
选项D：宗气不守
选项E：心肺气绝",D,"根据题干描述，""虚里搏动数急而时有一止者""是一种表现为虚弱和搏动的症状，且有时间上的停顿。这种情况最接近选项A：宗气内虚。因此，选项A是正确答案。

选项B、C、D和E描述的症状与题干描述不符合，因此它们都不是正确答案。

选项B：饮停心包，描述了心脏搏动变慢或跳动不规律的情况。
选项C：心阳不足，描述了心脏不足以供应血液的情况。
选项D：宗气不守，描述了宗气失去控制心、肺和胃等内部器官的情况。
选项E：心肺气绝，描述了心脏和肺部无法供应血液的情况。",False
409,方剂学,"题干描述：左归丸和右归丸两方的组成药物中均含有
选项A：山茱萸
选项B：炮附子
选项C：炮附子
选项D：枸杞子
选项E：鹿角胶",D,选项A、C：山茱萸和炮附子都是左归丸和右归丸两方的组成药物。选项D：枸杞子不是左归丸和右归丸的组成药物，选项E：鹿角胶则不是这两方的组成药物。,False
410,中医内科,"题干描述：汗证，阴虚火旺证的最佳选方是
选项A：百合固金汤
选项B：知柏地黄丸
选项C：天王补心丹
选项D：当归六黄汤
选项E：滋水清肝饮",D,选项A：百合固金汤,False
411,针灸学,"题干描述：崩漏的发生主要与哪些经脉有关
选项A：肝经、肾经
选项B：肝经、脾经
选项C：任脉、带脉
选项D：任脉、冲脉
选项E：任脉、督脉",D,A: 肝经、肾经,False
412,中药学,"题干描述：蒲黄的功效是
选项A：炒炭用收敛止血，生用止血化瘀
选项B：炒炭用收敛止血，生用祛风解表
选项C：炒炭用凉血止血，生用清热杀虫
选项D：炒炭用凉血止血，生用养阴生津
选项E：炒炭用凉血止血，生用化瘀止血",A,A、 炒炭用收敛止血，生用止血化瘀,False
413,中医外科,"题干描述：主要含神经毒的毒蛇是
选项A：银环蛇
选项B：眼镜王蛇
选项C：烙铁头蛇
选项D：尖吻蝮蛇
选项E：竹叶青蛇",A,A、银环蛇,False
414,中医基础理论,"题干描述：属于“子病犯母”的脏病传变是
选项A：心病及肝
选项B：心病及脾
选项C：心病及肺
选项D：心病及肾
选项E：肝病及肺",A,选项A：心病及肝,False
415,中医儿科学,"题干描述：下列表现中，属于生理性胎黄的是
选项A：生后24小时出现黄疸
选项B：足月儿在出生后2周消退
选项C：黄疸消退后复现
选项D：黄疸持续3周以上
选项E：血清总胆红素300μmol／L",B,"D、 yellow jaundice persisting for more than three weeks. In traditional Chinese medicine, this condition is often associated with liver qi stagnation or damp-heat accumulation. Treatment may involve acupuncture, herbal remedies, and dietary adjustments to help promote the smooth flow of qi and clear heat and dampness from the body.",False
