范围,题目,答案
方剂学,"题干描述：温里剂应用时需注意
选项A：素体阴虚者宜服用温里剂
选项B：温里剂性质温和，可不拘时令、地域服用
选项C：失血之证应予温里剂温中固阳
选项D：阴寒过盛服药即吐者，宜温服
选项E：温里剂中宜多补气药物，助已伤阳气得复",E
方剂学,"题干描述：温里剂的适用证是
选项A：表寒证
选项B：里寒证
选项C：阴虚证
选项D：失血证
选项E：亡阳证",B
方剂学,"题干描述：吴茱萸汤主证病机涉及的主要脏腑是
选项A：肝
选项B：脾
选项C：脾
选项D：肝
选项E：肝",D
方剂学,"题干描述：理中丸主证病机涉及的主要脏腑是
选项A：肝
选项B：脾
选项C：脾
选项D：肝
选项E：肝",B
方剂学,"题干描述：小建中汤的功用是
选项A：温中祛寒，补气健脾
选项B：温中散寒，缓急止痛
选项C：温中补虚，降逆止痛
选项D：温中补虚，降逆止呕
选项E：温中补虚，和里缓急",E
方剂学,"题干描述：大建中汤的功用是
选项A：温中祛寒，补气健脾
选项B：温中散寒，缓急止痛
选项C：温中补虚，降逆止痛
选项D：温中补虚，降逆止呕
选项E：温中补虚，和里缓急",C
方剂学,"题干描述：方中芍药与桂枝配伍以调和营卫的方剂是
选项A：阳和汤
选项B：逍遥散
选项C：桂枝汤
选项D：小建中汤
选项E：痛泻要方",C
方剂学,"题干描述：方中芍药与甘草配伍以和里缓急的方剂是
选项A：阳和汤
选项B：逍遥散
选项C：桂枝汤
选项D：小建中汤
选项E：痛泻要方",D
方剂学,"题干描述：组成中含有麻黄的方剂是
选项A：回阳救急汤
选项B：大建中汤
选项C：温脾汤
选项D：四逆汤
选项E：阳和汤",E
方剂学,"题干描述：组成中含有蜀椒的方剂是
选项A：回阳救急汤
选项B：大建中汤
选项C：温脾汤
选项D：四逆汤
选项E：阳和汤",B
方剂学,"题干描述：方中附子与干姜配伍以逐寒回阳的方剂是
选项A：四逆汤
选项B：四逆散
选项C：阳和汤
选项D：理中丸
选项E：当归四逆汤",A
方剂学,"题干描述：方中当归与桂枝配伍以养血温经的方剂是
选项A：四逆汤
选项B：四逆散
选项C：阳和汤
选项D：理中丸
选项E：当归四逆汤",E
方剂学,"题干描述：理中丸和温脾汤中均含有的药物是
选项A：人参
选项B：大黄
选项C：甘草
选项D：白术
选项E：干姜",E
方剂学,"题干描述：四逆汤和理中丸中均含有的药物是
选项A：人参
选项B：大黄
选项C：甘草
选项D：白术
选项E：干姜",E
方剂学,"题干描述：原方生姜用量较大的是
选项A：桂枝汤
选项B：十枣汤
选项C：吴茱萸汤
选项D：小建中汤
选项E：当归四逆汤",C
方剂学,"题干描述：原方大枣用量最大的是
选项A：桂枝汤
选项B：十枣汤
选项C：吴茱萸汤
选项D：小建中汤
选项E：当归四逆汤",E
方剂学,"题干描述：吴茱萸汤和理中丸二方组成中均含有的药物是
选项A：大枣
选项B：干姜
选项C：白术
选项D：人参
选项E：吴茱萸",D
方剂学,"题干描述：大建中汤和小建中汤二方组成中均含有的药物是
选项A：附子
选项B：饴糖
选项C：干姜
选项D：人参
选项E：蜀椒",B
方剂学,"题干描述：吴茱萸汤的功用是
选项A：温中补虚，和里缓急
选项B：温肾暖脾，涩肠止泻
选项C：温中补虚，散寒止痛
选项D：温中祛寒，益气健脾
选项E：温中补虚，降逆止呕",E
方剂学,"题干描述：不适宜用吴茱萸汤治疗的病证是
选项A：肝胃虚寒，浊阴上逆证
选项B：胃中虚冷，症见食谷欲呕者
选项C：肝寒犯胃，症见脘腹冷痛、呕吐酸水者
选项D：肝寒上逆，症见头痛、干呕、吐涎沫者
选项E：脾胃阳虚，阴寒上乘，症见胸满而痛，甚至胸痛彻背者",E
方剂学,"题干描述：从组成药物来看，小建中汤即桂枝汤
选项A：倍甘草加饴糖
选项B：去芍药加饴糖
选项C：倍甘草与芍药
选项D：去芍药倍甘草
选项E：倍芍药加饴糖",E
方剂学,"题干描述：理中丸的君药是
选项A：白术
选项B：干姜
选项C：人参
选项D：炮附子
选项E：炙甘草",B
方剂学,"题干描述：理中丸的功用是
选项A：健脾益气，渗湿止泻
选项B：健脾益气，养胃和中
选项C：温中健脾，和里缓急
选项D：温中祛寒，补气健脾
选项E：温中祛寒，和胃止呕",D
方剂学,"题干描述：理中丸的组成药物中不含有
选项A：人参
选项B：干姜
选项C：甘草
选项D：白术
选项E：附子",E
方剂学,"题干描述：四逆汤的组成药物是
选项A：附子
干姜
甘草
选项B：附子
肉桂
干姜
选项C：柴胡
芍药
枳实
甘草
选项D：桂枝
附子
细辛
甘草
选项E：肉桂
附子
细辛
甘草",A
方剂学,"题干描述：四逆汤与四逆散二方组成中均含有的药物是
选项A：柴胡
选项B：芍药
选项C：甘草
选项D：枳实
选项E：干姜",C
方剂学,"题干描述：阳和汤的组成药物除麻黄、白芥子外，其余是
选项A：熟地
鹿角霜
炮姜
桂枝
甘草
选项B：生地
真阿胶
姜炭
桂枝
细辛
选项C：熟地
鹿角胶
姜炭
肉桂
甘草
选项D：熟地
龟板胶
干姜
肉桂
川芎
选项E：熟地
鹿角胶
炮姜
细辛
甘草",C
方剂学,"题干描述：四逆汤与当归四逆汤二方组成中均含有的药物是
选项A：当归
选项B：附子
选项C：桂枝
选项D：干姜
选项E：甘草",E
方剂学,"题干描述：温里剂应用时需注意
选项A：素体阴虚者宜服用温里剂
选项B：温里剂性质温和，可不拘时令、地域服用
选项C：失血之证应予温里剂温中固阳
选项D：阴寒过盛服药即吐者，宜温服
选项E：温里剂中宜多补气药物，助已伤阳气得复",E
方剂学,"题干描述：温里剂的适用证是
选项A：表寒证
选项B：里寒证
选项C：阴虚证
选项D：失血证
选项E：亡阳证",B
方剂学,"题干描述：吴茱萸汤主证病机涉及的主要脏腑是
选项A：肝
选项B：脾
选项C：脾
选项D：肝
选项E：肝",D
方剂学,"题干描述：理中丸主证病机涉及的主要脏腑是
选项A：肝
选项B：脾
选项C：脾
选项D：肝
选项E：肝",B
方剂学,"题干描述：小建中汤的功用是
选项A：温中祛寒，补气健脾
选项B：温中散寒，缓急止痛
选项C：温中补虚，降逆止痛
选项D：温中补虚，降逆止呕
选项E：温中补虚，和里缓急",E
方剂学,"题干描述：大建中汤的功用是
选项A：温中祛寒，补气健脾
选项B：温中散寒，缓急止痛
选项C：温中补虚，降逆止痛
选项D：温中补虚，降逆止呕
选项E：温中补虚，和里缓急",C
方剂学,"题干描述：方中芍药与桂枝配伍以调和营卫的方剂是
选项A：阳和汤
选项B：逍遥散
选项C：桂枝汤
选项D：小建中汤
选项E：痛泻要方",C
方剂学,"题干描述：方中芍药与甘草配伍以和里缓急的方剂是
选项A：阳和汤
选项B：逍遥散
选项C：桂枝汤
选项D：小建中汤
选项E：痛泻要方",D
方剂学,"题干描述：组成中含有麻黄的方剂是
选项A：回阳救急汤
选项B：大建中汤
选项C：温脾汤
选项D：四逆汤
选项E：阳和汤",E
方剂学,"题干描述：组成中含有蜀椒的方剂是
选项A：回阳救急汤
选项B：大建中汤
选项C：温脾汤
选项D：四逆汤
选项E：阳和汤",B
方剂学,"题干描述：方中附子与干姜配伍以逐寒回阳的方剂是
选项A：四逆汤
选项B：四逆散
选项C：阳和汤
选项D：理中丸
选项E：当归四逆汤",A
方剂学,"题干描述：方中当归与桂枝配伍以养血温经的方剂是
选项A：四逆汤
选项B：四逆散
选项C：阳和汤
选项D：理中丸
选项E：当归四逆汤",E
方剂学,"题干描述：理中丸和温脾汤中均含有的药物是
选项A：人参
选项B：大黄
选项C：甘草
选项D：白术
选项E：干姜",E
方剂学,"题干描述：四逆汤和理中丸中均含有的药物是
选项A：人参
选项B：大黄
选项C：甘草
选项D：白术
选项E：干姜",E
方剂学,"题干描述：原方生姜用量较大的是
选项A：桂枝汤
选项B：十枣汤
选项C：吴茱萸汤
选项D：小建中汤
选项E：当归四逆汤",C
方剂学,"题干描述：原方大枣用量最大的是
选项A：桂枝汤
选项B：十枣汤
选项C：吴茱萸汤
选项D：小建中汤
选项E：当归四逆汤",E
方剂学,"题干描述：左归丸的功用是
选项A：滋阴补肾，涩精止遗
选项B：温补肾阳，填精补血
选项C：滋阴补肾，填精益髓
选项D：补益肝肾，强壮筋骨
选项E：填精补髓，滋阴降火",C
方剂学,"题干描述：当归补血汤原方当归与黄芪的配伍用量比例是
选项A：1：1
选项B：1：2
选项C：1：5
选项D：2：1
选项E：5：1",C
方剂学,"题干描述：右归丸的功用是
选项A：滋阴补肾，填精益髓
选项B：温补肾阳，填精益髓
选项C：温补肾阳，涩精缩尿
选项D：温肾化气，利水消肿
选项E：温肾壮阳，涩精止遗",B
方剂学,"题干描述：左归丸组成中含有而右归丸组成中不含有的药物是
选项A：枸杞子
选项B：龟板胶
选项C：鹿角胶
选项D：山茱萸
选项E：菟丝子",B
方剂学,"题干描述：当归补血汤重用黄芪为君，意在
选项A：补气生血
选项B：补气固表
选项C：补气托毒
选项D：补气行血
选项E：补气行水",A
方剂学,"题干描述：主治劳倦伤脾所致的发热，后世称为“甘温除热法”的方剂是
选项A：归脾汤
选项B：炙甘草汤
选项C：竹叶石膏汤
选项D：白虎加人参汤
选项E：补中益气汤",E
方剂学,"题干描述：补中益气汤功用是
选项A：益气补血，健脾温阳
选项B：健脾益气，养胃和中
选项C：健脾养胃，渗湿和中
选项D：补中健脾，升阳举陷
选项E：补中健脾，渗湿止泻",D
方剂学,"题干描述：参苓白术散的功用是
选项A：健脾益气，升阳举陷
选项B：健脾养胃，理气化痰
选项C：健脾益气，和中养胃
选项D：健脾益气，渗湿止泻
选项E：健脾助运，养胃渗湿",D
方剂学,"题干描述：归脾汤中配伍茯苓意在
选项A：利水消肿
选项B：健脾渗湿
选项C：宁心安神
选项D：渗湿止泻
选项E：涤痰除饮",C
方剂学,"题干描述：归脾汤和补中益气汤两方均具有的功用是
选项A：升阳举陷
选项B：益气养血
选项C：补脾养心
选项D：益气退热
选项E：养心安神",B
方剂学,"题干描述：归脾汤的功用是
选项A：健脾养心，益气摄血
选项B：健脾益气，宁心安神
选项C：滋阴清热，补心安神
选项D：健脾升阳，渗湿止泻
选项E：益气补血，健脾养心",E
方剂学,"题干描述：炙甘草汤的功用是
选项A：益气健脾，养阴润肺
选项B：健脾益气，补肺宁嗽
选项C：益气滋阴，通阳复脉
选项D：益气健脾，养血柔肝
选项E：补脾益肺，宁嗽止血",C
方剂学,"题干描述：炙甘草汤的组成药物中含有
选项A：麦冬
麻仁
枣仁
选项B：生地
元参
麦冬
选项C：阿胶
当归
芍药
选项D：生姜
大枣
黄芪
选项E：生地
阿胶
麦冬",E
方剂学,"题干描述：六味地黄丸中的君药是
选项A：茯苓
选项B：黄芪
选项C：熟地
选项D：山药
选项E：山茱萸",C
方剂学,"题干描述：六味地黄丸和大补阴丸两方组成中均不含有的药物是
选项A：泽泻
茯苓
选项B：知母
黄柏
选项C：生地黄
怀牛膝
选项D：牡丹皮
山茱萸
选项E：炙龟板
熟地黄",C
方剂学,"题干描述：肾气丸原方用量最大的药物是
选项A：桂枝
选项B：山药
选项C：炮附子
选项D：干地黄
选项E：山萸肉",D
方剂学,"题干描述：地黄饮子的组成药物中不含
选项A：温肾补阳药
选项B：滋补肾阴药
选项C：养阴润肺药
选项D：化痰开窍药
选项E：平肝息风药",E
方剂学,"题干描述：补益剂应用时需注意
选项A：真虚假实证、真实假虚证均可使用补益剂
选项B：补益剂中须配伍理气醒脾之药，注意补而不滞
选项C：补益剂多味厚滋腻，宜大火久煎
选项D：宜饭后立即服用补益剂，助药物吸收
选项E：补益剂性质温和，适用范围广，虚证实证俱可",B
方剂学,"题干描述：六味地黄丸和参苓白术散两方组成中均含有
选项A：当归
选项B：熟地
选项C：人参
选项D：熟地
选项E：山药",E
方剂学,"题干描述：归脾汤和当归补血汤两方组成药物中均含有
选项A：当归
选项B：熟地
选项C：人参
选项D：熟地
选项E：山药",A
方剂学,"题干描述：生脉散适用于
选项A：气阴两伤，久咳自汗者
选项B：疮疡溃后，久不收口者
选项C：阴虚火旺，骨蒸盗汗者
选项D：虚火灼金，咳嗽咯血者
选项E：虚劳肺萎，干咳无痰者",A
方剂学,"题干描述：当归补血汤适用于
选项A：气阴两伤，久咳自汗者
选项B：疮疡溃后，久不收口者
选项C：阴虚火旺，骨蒸盗汗者
选项D：虚火灼金，咳嗽咯血者
选项E：虚劳肺萎，干咳无痰者",B
方剂学,"题干描述：生脉散的君药是
选项A：人参
选项B：黄芪
选项C：当归
选项D：麦冬
选项E：枸杞",A
方剂学,"题干描述：玉屏风散的君药是
选项A：人参
选项B：黄芪
选项C：当归
选项D：麦冬
选项E：枸杞",B
方剂学,"题干描述：左归丸和肾气丸两方的组成药物中均含有
选项A：鹿角
选项B：山药
选项C：山药
选项D：阿胶
选项E：龟胶",B
方剂学,"题干描述：右归丸和六味地黄丸的组成药物中均含有
选项A：鹿角
选项B：山药
选项C：山药
选项D：阿胶
选项E：龟胶",B
方剂学,"题干描述：补中益气汤的组成药物中不含
选项A：白术
选项B：黄芪
选项C：当归
选项D：柴胡
选项E：茯苓",E
方剂学,"题干描述：逍遥散的组成药物中不含
选项A：白术
选项B：黄芪
选项C：当归
选项D：柴胡
选项E：茯苓",B
方剂学,"题干描述：理中丸和四君子汤组成中均含有的药物是
选项A：白术
选项B：人参
选项C：甘草
选项D：茯苓
选项E：干姜",B
方剂学,"题干描述：理中丸和四逆汤组成中均含有的药物是
选项A：白术
选项B：人参
选项C：甘草
选项D：茯苓
选项E：干姜",E
方剂学,"题干描述：参苓白术散和炙甘草汤两方均具有的治疗作用是
选项A：滋肾养肝
选项B：温补肾阳
选项C：滋肾养心
选项D：健脾益气
选项E：补脾养心",D
方剂学,"题干描述：六味地黄丸和左归丸两方均具有的治疗作用是
选项A：滋肾养肝
选项B：温补肾阳
选项C：滋肾养心
选项D：健脾益气
选项E：补脾养心",A
方剂学,"题干描述：六味地黄丸和左归丸两方组成药物中均含有
选项A：熟地
选项B：黄芪
选项C：白术
选项D：远志
选项E：人参",A
方剂学,"题干描述：炙甘草汤和生脉散两方的组成药物中均含有
选项A：熟地
选项B：黄芪
选项C：白术
选项D：远志
选项E：人参",E
方剂学,"题干描述：左归丸和右归丸两方的组成药物中均含有
选项A：山茱萸
选项B：炮附子
选项C：炮附子
选项D：枸杞子
选项E：鹿角胶",D
方剂学,"题干描述：肾气丸和地黄饮子两方组成药物中均含有
选项A：山茱萸
选项B：炮附子
选项C：炮附子
选项D：枸杞子
选项E：鹿角胶",C
方剂学,"题干描述：易黄汤的功用是
选项A：补肾止带，清热祛湿
选项B：清热祛湿，收涩止带
选项C：补气健脾，化湿止带
选项D：健脾益肾，收涩止带
选项E：疏肝健脾，化湿止带",A
方剂学,"题干描述：九仙散的组成药物中含有
选项A：乌药
生枳壳
选项B：知母
密蒙花
选项C：山药
五倍子
选项D：诃子
炙黄芪
选项E：人参
桑白皮",E
方剂学,"题干描述：四神丸的功用是
选项A：补气健脾，涩肠止泻
选项B：温中涩肠，益气固脱
选项C：温补脾肾，固肠止泻
选项D：健脾益气，渗湿止泻
选项E：涩肠固脱，温补脾肾",C
方剂学,"题干描述：治疗五更泄泻的首选方剂是
选项A：四神丸
选项B：理中丸
选项C：吴茱萸汤
选项D：真人养脏汤
选项E：金匮肾气丸",A
方剂学,"题干描述：固涩剂常见临床表现
选项A：自汗、盗汗
选项B：久咳、久泻、久痢
选项C：遗精滑泄
选项D：崩漏、带下
选项E：以上皆是",E
方剂学,"题干描述：固涩剂使用时应注意
选项A：固涩剂治疗耗散滑脱之证，不可使用补益剂，以免留邪
选项B：不论有无外邪，均可使用固涩剂
选项C：元气大虚，亡阳欲脱所致的崩中不止者，宜兼顾重用回阳固脱之品
选项D：热病多汗、痰饮咳嗽等证，可用固涩剂
选项E：实热崩带、伤食泄泻等证，首选固涩剂",C
方剂学,"题干描述：桑螵蛸散中配伍龙骨、龟甲的意义是
选项A：补肾助阳，固精缩尿
选项B：滋养肾阴，补心安神
选项C：收敛固涩，镇心安神
选项D：滋阴潜阳，固精缩尿
选项E：固涩止遗，补肾益精",E
方剂学,"题干描述：功能敛肺止咳的方剂是
选项A：一贯煎
选项B：四神丸
选项C：九仙散
选项D：右归丸
选项E：止嗽散",C
方剂学,"题干描述：功能固肠止泻的方剂是
选项A：一贯煎
选项B：四神丸
选项C：九仙散
选项D：右归丸
选项E：止嗽散",B
方剂学,"题干描述：功能敛肺止咳的方剂是
选项A：一贯煎
选项B：四神丸
选项C：九仙散
选项D：右归丸
选项E：止嗽散",C
方剂学,"题干描述：功能固肠止泻的方剂是
选项A：一贯煎
选项B：四神丸
选项C：九仙散
选项D：右归丸
选项E：止嗽散",B
方剂学,"题干描述：以镇心安神，清热养血为主要功用的方剂是
选项A：归脾汤
选项B：酸枣仁汤
选项C：天王补心丹
选项D：当归六黄汤
选项E：朱砂安神丸",E
方剂学,"题干描述：天王补心丹中配伍茯苓意在
选项A：宁心
选项B：健脾
选项C：消痰
选项D：渗湿
选项E：利水",A
方剂学,"题干描述：天王补心丹主治证候的病因病机是
选项A：心肾两亏，阴虚血少
选项B：心脾两虚，气血不足
选项C：心阴不足，肝气失和
选项D：心阳偏亢，心肾不交
选项E：肝血不足，虚热内扰",A
方剂学,"题干描述：酸枣仁汤主治证候的病因病机是
选项A：心脾两虚，气血不足
选项B：心阳偏亢，心肾不交
选项C：心肾两亏，阴虚血少
选项D：肝血不足，虚热内扰
选项E：心阴不足，肝气失和",D
方剂学,"题干描述：桑螵蛸散与天王补心丹两方组成中均含有的药物是
选项A：龙骨
人参
选项B：人参
菖蒲
选项C：菖蒲
远志
选项D：远志
当归
选项E：当归
石斛",D
方剂学,"题干描述：酸枣仁汤的组成药物中含有
选项A：远志
选项B：知母
选项C：茯神
选项D：柏子仁
选项E：龙眼肉",B
方剂学,"题干描述：心火亢盛，阴血不足而失眠多梦惊悸怔忡心神烦乱者。治宜选用
选项A：磁朱丸
选项B：酸枣仁汤
选项C：天王补心丹
选项D：朱砂安神丸
选项E：甘麦大枣汤",D
方剂学,"题干描述：阴亏血少，心火偏旺而失眠多梦心悸怔忡神疲健忘者。治宜选用
选项A：磁朱丸
选项B：酸枣仁汤
选项C：天王补心丹
选项D：朱砂安神丸
选项E：甘麦大枣汤",C
方剂学,"题干描述：心脾两虚，气血不足而心悸怔忡者，治宜选用
选项A：归脾汤
选项B：酸枣仁汤
选项C：朱砂安神丸
选项D：甘麦大枣汤
选项E：天王补心丹",A
方剂学,"题干描述：心肾两虚，阴亏血少而心悸怔忡者，治宜选用
选项A：归脾汤
选项B：酸枣仁汤
选项C：朱砂安神丸
选项D：甘麦大枣汤
选项E：天王补心丹",E
方剂学,"题干描述：天王补心丹的功用是
选项A：滋阴养血，补心安神
选项B：补肾宁心，益智安神
选项C：镇心安神，泻火养阴
选项D：养心安神，和中缓急
选项E：养血安神，清热除烦",A
方剂学,"题干描述：酸枣仁汤的功用是
选项A：滋阴养血，补心安神
选项B：补肾宁心，益智安神
选项C：镇心安神，泻火养阴
选项D：养心安神，和中缓急
选项E：养血安神，清热除烦",E
方剂学,"题干描述：若见突然昏倒，牙关紧闭，不省人事，苔白，脉迟，宜选用的方子是
选项A：吃力伽丸
选项B：至宝丹
选项C：紫雪
选项D：牛黄丸
选项E：柴胡汤",A
方剂学,"题干描述：苏合香丸主治
选项A：温热病
选项B：痰热内闭心包证
选项C：邪热内陷心包证
选项D：热闭证
选项E：寒闭证",E
方剂学,"题干描述：开窍剂的使用时需注意
选项A：热闭者宜温开
选项B：寒闭者宜凉开
选项C：若见汗出肢冷、呼吸气微、口开目合、脉微欲绝者，急用开窍剂
选项D：阳明腑实证见神昏谵语者，可选用寒下剂合开窍剂
选项E：开窍剂多用于急救，中病即止",E
方剂学,"题干描述：紫雪的功用是
选项A：清热开窍，息风止痉
选项B：辟秽解毒，化痰开窍
选项C：清热开窍，化浊解毒
选项D：辟秽解毒，清热开窍
选项E：芳香开窍，行气止痛",A
方剂学,"题干描述：苏合香丸的功用是
选项A：清热开窍，息风止痉
选项B：辟秽解毒，化痰开窍
选项C：清热开窍，化浊解毒
选项D：辟秽解毒，清热开窍
选项E：芳香开窍，行气止痛",E
方剂学,"题干描述：安宫牛黄丸的功用是
选项A：安神定惊，化痰开窍
选项B：化浊开窍，清热解毒
选项C：辟秽解毒，化痰开窍
选项D：清热解毒，开窍醒神
选项E：清热解毒，开窍安神",D
方剂学,"题干描述：至宝丹的功用是
选项A：安神定惊，化痰开窍
选项B：化浊开窍，清热解毒
选项C：辟秽解毒，化痰开窍
选项D：清热解毒，开窍醒神
选项E：清热解毒，开窍安神",B
方剂学,"题干描述：暖肝煎中配伍当归的用意是
选项A：养血润燥
选项B：化瘀生新
选项C：补血和营
选项D：养血补肝
选项E：下气止逆",D
方剂学,"题干描述：天台乌药散与暖肝煎两方组成中均含有的药物是
选项A：沉香
川楝子
选项B：槟榔
高良姜
选项C：乌药
小茴香
选项D：肉桂
青木香
选项E：当归
枸杞子",C
方剂学,"题干描述：下列何药不是天台乌药散的组成药物
选项A：青皮
选项B：槟榔
选项C：木香
选项D：巴豆
选项E：香附",E
方剂学,"题干描述：下列何药不是厚朴温中汤的组成药物
选项A：白茯苓
选项B：半夏
选项C：炙甘草
选项D：干姜
选项E：草蔻仁",B
方剂学,"题干描述：厚朴温中汤适用于
选项A：寒湿气滞证
选项B：湿滞脾胃证
选项C：痰阻气逆证
选项D：寒凝气滞证
选项E：脾虚气滞证",A
方剂学,"题干描述：下列各项中，除哪项外均属半夏厚朴汤主治证的临床表现
选项A：胸膈满闷
选项B：恶心呕吐
选项C：舌苔白润
选项D：脉弦细微数
选项E：咽中如有物阻",D
方剂学,"题干描述：越鞠丸的功用是
选项A：行气散结
选项B：行气和血
选项C：行气解郁
选项D：行气止痛
选项E：行气消痞",C
方剂学,"题干描述：半夏厚朴汤的组成药物中不包括
选项A：厚朴
选项B：白术
选项C：生姜
选项D：半夏
选项E：茯苓",B
方剂学,"题干描述：越鞠丸的君药是
选项A：栀子
选项B：苍术
选项C：川芎
选项D：神曲
选项E：香附",E
方剂学,"题干描述：以降逆化痰，益气和胃为主要功用的方剂是
选项A：旋覆代赭汤
选项B：半夏厚朴汤
选项C：半夏泻心汤
选项D：橘皮竹茹汤
选项E：丁香柿蒂汤",A
方剂学,"题干描述：苏子降气汤中配伍肉桂的主要用意是
选项A：温阳散寒
选项B：温肾纳气
选项C：温通经脉
选项D：鼓舞气血
选项E：散寒止痛",B
方剂学,"题干描述：下列各项中，不属于苏子降气汤组成药物的是
选项A：前胡
甘草
选项B：生姜
苏叶
选项C：杏仁
白前
选项D：半夏
厚朴
选项E：当归
肉桂",C
方剂学,"题干描述：定喘汤的组成药物中不包括
选项A：杏仁
法半夏
选项B：苏子
款冬花
选项C：桑叶
生石膏
选项D：黄芩
桑白皮
选项E：甘草
炒白果",C
方剂学,"题干描述：越鞠丸的组成药物中含有
选项A：当归
选项B：木香
选项C：厚朴
选项D：栀子
选项E：木通",D
方剂学,"题干描述：暖肝煎的组成药物中含有
选项A：当归
选项B：木香
选项C：厚朴
选项D：栀子
选项E：木通",A
方剂学,"题干描述：具有行气疏肝，散寒止痛功用的方剂是
选项A：枳实消痞丸
选项B：厚朴温中汤
选项C：天台乌药散
选项D：半夏厚朴汤
选项E：柴胡疏肝散",C
方剂学,"题干描述：具有行气散结，降逆化痰功用的方剂是
选项A：枳实消痞丸
选项B：厚朴温中汤
选项C：天台乌药散
选项D：半夏厚朴汤
选项E：柴胡疏肝散",D
方剂学,"题干描述：苏子降气汤证的病机是
选项A：风邪伤肺，肺失清肃
选项B：痰涎壅盛，上实下虚
选项C：凉燥外袭，肺失清肃
选项D：外感风寒，痰热内蕴
选项E：外感风寒，内有水饮",B
方剂学,"题干描述：定喘汤证的病机是
选项A：风邪伤肺，肺失清肃
选项B：痰涎壅盛，上实下虚
选项C：凉燥外袭，肺失清肃
选项D：外感风寒，痰热内蕴
选项E：外感风寒，内有水饮",D
方剂学,"题干描述：苏子降气汤的功用是
选项A：降逆止呃，益气清热
选项B：温中益气，降逆止呃
选项C：降气化痰，益气和胃
选项D：降气平喘，祛痰止咳
选项E：行气散结，降逆化痰",D
方剂学,"题干描述：旋覆代赭汤的功用是
选项A：降逆止呃，益气清热
选项B：温中益气，降逆止呃
选项C：降气化痰，益气和胃
选项D：降气平喘，祛痰止咳
选项E：行气散结，降逆化痰",C
方剂学,"题干描述：旋覆代赭汤的组成药物中含有
选项A：干姜
选项B：当归
选项C：半夏
选项D：柴胡
选项E：干姜",C
方剂学,"题干描述：苏子降气汤的组成药物中含有
选项A：干姜
选项B：当归
选项C：半夏
选项D：柴胡
选项E：干姜",C
方剂学,"题干描述：以活血化瘀，行气止痛为主要功用的方剂是
选项A：失笑散
选项B：温经汤
选项C：金铃子散
选项D：血府逐瘀汤
选项E：桂枝茯苓丸",D
方剂学,"题干描述：复元活血汤证的病位在
选项A：头面
选项B：胸中
选项C：胁下
选项D：少腹
选项E：胞宫",C
方剂学,"题干描述：槐花散的功用是
选项A：清肠止血，养阴清热
选项B：养血止血，清肠祛风
选项C：益气健脾，养血止血
选项D：清肠止血，疏风行气
选项E：养阴清热，凉血止血",D
方剂学,"题干描述：桂枝茯苓丸适用于
选项A：中阳不足，饮停心下，胸胁支满，心悸目眩者
选项B：妊娠下血，血色紫黯，腹痛拒按，胎动不安者
选项C：脾失健运，痰停中脘，流溢四肢，臂疼肢肿者
选项D：脾阳不足，聚湿成饮，咳痰稀白，胸膈不快者
选项E：下焦虚寒，小便白浊，频数无度，凝如膏糊者",B
方剂学,"题干描述：桂枝茯苓丸的组成药物，除桂枝、茯苓外，其余是
选项A：知母、熟地、蒲黄
选项B：丹皮、芍药、桃仁
选项C：赤芍、川芎、当归
选项D：生姜、大黄、红花
选项E：炮姜、大黄、红花",B
方剂学,"题干描述：大黄牡丹汤与桃核承气汤两方组成中均含有的药物是
选项A：大黄
芒硝
桃仁
选项B：大黄
芒硝
赤芍
选项C：大黄
桃仁
甘草
选项D：大黄
芒硝
甘草
选项E：大黄
赤芍
甘草",A
方剂学,"题干描述：下列何药不是生化汤的组成药物
选项A：桃仁
选项B：川芎
选项C：桂枝
选项D：全当归
选项E：炙甘草",C
方剂学,"题干描述：温经汤的组成药物中不包括
选项A：干姜
肉桂
选项B：丹皮
麦冬
选项C：半夏
甘草
选项D：当归
芍药
选项E：人参
阿胶",A
方剂学,"题干描述：血府逐瘀汤的组成药物除“桃红四物”和甘草外，其余的是
选项A：柴胡
桔梗
枳壳
牛膝
选项B：官桂
干姜
蒲黄
五灵脂
选项C：香附
牛膝
没药
五灵脂
选项D：麝香
没药
葱白
鲜生姜
选项E：乌药
香附
枳壳
延胡索",A
方剂学,"题干描述：温经汤中配伍半夏的主要用意是
选项A：和胃降逆而止呕
选项B：通降胃气而散结
选项C：燥湿化痰而和胃
选项D：化痰开胃而行津
选项E：降逆散结而消痞",B
方剂学,"题干描述：补阳还五汤黄芪的配伍意义是
选项A：补气行血
选项B：补气生血
选项C：补气利水
选项D：补气固表
选项E：补气升阳",A
方剂学,"题干描述：生化汤重用全当归为君，意在
选项A：和血止痛
选项B：养血滋燥
选项C：化瘀生新
选项D：养血润肠
选项E：养血补肝",C
方剂学,"题干描述：黄土汤的功用是
选项A：温脾散寒，涩肠止泻
选项B：温中散寒，益气健脾
选项C：温阳健脾，益气摄血
选项D：温阳健脾，养血止血
选项E：温肾暖脾，渗湿止泻",D
方剂学,"题干描述：温经汤的功用是
选项A：温经散寒，活血祛瘀
选项B：温经散寒，养血祛瘀
选项C：温经散寒，养血通脉
选项D：活血化瘀，温经止痛
选项E：活血祛瘀，散结止痛",B
